gender,age,resident_type,cyber_awareness,password_strength,antivirus,socialmedia,occupation,internet_usage,cybercrime_victim,crime,found_solution,reported_crime,not_repoted_reason
F,25,VILLAGE,NO,WEAK,NO,YES,GOV/IT EMPLOYEE,GREATER THAN 3 HOURS,YES,MONEY THEFT,NO,NO,WAS AFRAID
F,26,VILLAGE,NO,STRONG,YES,YES,GOV/IT EMPLOYEE,GREATER THAN 3 HOURS,YES,MONEY THEFT,NO,NO,WAS AFRAID
F,27,VILLAGE,NO,STRONG,YES,YES,GOV/IT EMPLOYEE,GREATER THAN 3 HOURS,YES,MONEY THEFT,NO,NO,WAS AFRAID
F,28,VILLAGE,NO,STRONG,YES,YES,GOV/IT EMPLOYEE,GREATER THAN 3 HOURS,YES,MONEY THEFT,NO,NO,WAS AFRAID
F,29,VILLAGE,NO,STRONG,YES,YES,GOV/IT EMPLOYEE,GREATER THAN 3 HOURS,YES,MONEY THEFT,NO,NO,WAS AFRAID
F,30,VILLAGE,NO,STRONG,YES,YES,GOV/IT EMPLOYEE,GREATER THAN 3 HOURS,YES,MONEY THEFT,NO,NO,WAS AFRAID
F,21,VILLAGE,NO,STRONG,YES,YES,GOV/IT EMPLOYEE,GREATER THAN 3 HOURS,YES,MONEY THEFT,NO,NO,DON’T KNOW HOW TO REPORT
F,22,VILLAGE,NO,STRONG,YES,YES,GOV/IT EMPLOYEE,2-3 HOURS,YES,PHISHING,NO,NO,DON’T KNOW HOW TO REPORT
F,23,VILLAGE,NO,STRONG,YES,YES,GOV/IT EMPLOYEE,2-3 HOURS,YES,PHISHING,NO,NO,DON’T KNOW HOW TO REPORT
F,24,VILLAGE,NO,WEAK,NO,YES,SELF EMPLOYED,2-3 HOURS,YES,PHISHING,NO,NO,DON’T KNOW HOW TO REPORT
F,25,VILLAGE,NO,WEAK,NO,NO,SELF EMPLOYED,2-3 HOURS,YES,PHISHING,NO,NO,DON’T KNOW HOW TO REPORT
F,26,VILLAGE,NO,WEAK,NO,NO,SELF EMPLOYED,2-3 HOURS,YES,PHISHING,NO,NO,DON’T KNOW HOW TO REPORT
F,27,VILLAGE,NO,WEAK,NO,NO,SELF EMPLOYED,2-3 HOURS,YES,PHISHING,NO,NO,DON’T KNOW HOW TO REPORT
F,28,VILLAGE,NO,WEAK,NO,NO,SELF EMPLOYED,2-3 HOURS,YES,PHISHING,NO,NO,DON’T KNOW HOW TO REPORT
F,29,VILLAGE,NO,WEAK,NO,NO,SELF EMPLOYED,2-3 HOURS,YES,PHISHING,NO,NO,DON’T KNOW HOW TO REPORT
F,30,VILLAGE,NO,WEAK,NO,NO,SELF EMPLOYED,2-3 HOURS,YES,PHISHING,NO,NO,WAS AFRAID
F,21,VILLAGE,NO,WEAK,NO,NO,SELF EMPLOYED,2-3 HOURS,YES,PHISHING,NO,NO,WAS AFRAID
F,22,VILLAGE,NO,WEAK,NO,NO,SELF EMPLOYED,2-3 HOURS,YES,PHISHING,NO,NO,WAS AFRAID
F,23,VILLAGE,NO,WEAK,NO,NO,SELF EMPLOYED,2-3 HOURS,YES,PHISHING,NO,YES,DON’T KNOW HOW TO REPORT
F,24,VILLAGE,NO,WEAK,NO,NO,SELF EMPLOYED,2-3 HOURS,YES,PHISHING,NO,YES,DON’T KNOW HOW TO REPORT
F,25,VILLAGE,NO,WEAK,NO,NO,SELF EMPLOYED,2-3 HOURS,YES,PHISHING,NO,YES,DON’T KNOW HOW TO REPORT
F,26,VILLAGE,NO,WEAK,NO,NO,SELF EMPLOYED,2-3 HOURS,YES,CAUSING DISREPUTE,NO,YES,DON’T KNOW HOW TO REPORT
F,27,VILLAGE,NO,WEAK,NO,NO,SELF EMPLOYED,2-3 HOURS,YES,CAUSING DISREPUTE,YES,YES,DON’T KNOW HOW TO REPORT
F,28,VILLAGE,NO,WEAK,NO,NO,SELF EMPLOYED,2-3 HOURS,YES,CAUSING DISREPUTE,YES,NO,WAS AFRAID
F,29,VILLAGE,NO,WEAK,NO,NO,SELF EMPLOYED,2-3 HOURS,YES,CAUSING DISREPUTE,YES,NO,WAS AFRAID
F,30,VILLAGE,NO,WEAK,NO,YES,SELF EMPLOYED,2-3 HOURS,YES,CAUSING DISREPUTE,YES,NO,WAS AFRAID
F,22,VILLAGE,NO,WEAK,NO,YES,SELF EMPLOYED,2-3 HOURS,YES,CAUSING DISREPUTE,YES,NO,WAS AFRAID
F,22,VILLAGE,NO,WEAK,NO,YES,SELF EMPLOYED,2-3 HOURS,YES,CAUSING DISREPUTE,YES,NO,WAS AFRAID
F,22,VILLAGE,NO,WEAK,NO,YES,SELF EMPLOYED,2-3 HOURS,YES,CAUSING DISREPUTE,YES,NO,WAS AFRAID
F,22,VILLAGE,NO,WEAK,NO,YES,SELF EMPLOYED,2-3 HOURS,YES,CAUSING DISREPUTE,YES,NO,WAS AFRAID
F,22,VILLAGE,NO,WEAK,NO,YES,SELF EMPLOYED,2-3 HOURS,YES,CAUSING DISREPUTE,YES,NO,WAS AFRAID
F,22,VILLAGE,NO,WEAK,NO,YES,SELF EMPLOYED,2-3 HOURS,YES,MONEY THEFT,YES,NO,WAS AFRAID
F,22,VILLAGE,NO,WEAK,NO,YES,SELF EMPLOYED,GREATER THAN 3 HOURS,YES,MONEY THEFT,YES,NO,WAS AFRAID
F,22,VILLAGE,NO,WEAK,NO,YES,SELF EMPLOYED,GREATER THAN 3 HOURS,YES,CYBER BULLYING,YES,NO,WAS AFRAID
F,22,VILLAGE,NO,WEAK,NO,YES,SELF EMPLOYED,GREATER THAN 3 HOURS,YES,CYBER BULLYING,YES,NO,WAS AFRAID
F,22,VILLAGE,NO,WEAK,NO,YES,SELF EMPLOYED,GREATER THAN 3 HOURS,YES,CYBER BULLYING,YES,NO,WAS AFRAID
F,22,VILLAGE,NO,WEAK,NO,YES,SELF EMPLOYED,GREATER THAN 3 HOURS,YES,CYBER BULLYING,YES,NO,WAS AFRAID
F,22,VILLAGE,NO,WEAK,NO,NO,SELF EMPLOYED,GREATER THAN 3 HOURS,YES,CYBER BULLYING,YES,NO,WAS AFRAID
F,22,VILLAGE,NO,WEAK,NO,NO,SELF EMPLOYED,GREATER THAN 3 HOURS,YES,CYBER BULLYING,YES,NO,WAS AFRAID
F,22,VILLAGE,NO,WEAK,NO,NO,SELF EMPLOYED,GREATER THAN 3 HOURS,YES,CYBER BULLYING,YES,NO,WAS AFRAID
F,22,VILLAGE,YES,WEAK,NO,YES,GOV/IT EMPLOYEE,GREATER THAN 3 HOURS,YES,CYBER BULLYING,YES,NO,WAS AFRAID
F,22,VILLAGE,YES,WEAK,NO,YES,GOV/IT EMPLOYEE,GREATER THAN 3 HOURS,YES,CYBER BULLYING,YES,NO,WAS AFRAID
F,23,VILLAGE,YES,WEAK,NO,YES,GOV/IT EMPLOYEE,GREATER THAN 3 HOURS,YES,MONEY THEFT,NO,NO,DON’T KNOW HOW TO REPORT
F,23,VILLAGE,YES,WEAK,NO,YES,GOV/IT EMPLOYEE,GREATER THAN 3 HOURS,YES,MONEY THEFT,NO,NO,DON’T KNOW HOW TO REPORT
F,23,VILLAGE,YES,WEAK,NO,YES,GOV/IT EMPLOYEE,GREATER THAN 3 HOURS,YES,MONEY THEFT,NO,NO,DON’T KNOW HOW TO REPORT
F,32,CITY,YES,STRONG,YES,YES,SELF EMPLOYED,GREATER THAN 3 HOURS,YES,MONEY THEFT,NO,NO,DON’T KNOW HOW TO REPORT
F,33,CITY,YES,STRONG,YES,YES,SELF EMPLOYED,GREATER THAN 3 HOURS,YES,MONEY THEFT,NO,NO,DON’T KNOW HOW TO REPORT
F,34,CITY,YES,STRONG,YES,YES,SELF EMPLOYED,GREATER THAN 3 HOURS,YES,MONEY THEFT,NO,NO,DON’T KNOW HOW TO REPORT
F,35,CITY,YES,STRONG,YES,YES,SELF EMPLOYED,GREATER THAN 3 HOURS,YES,MONEY THEFT,NO,NO,DON’T KNOW HOW TO REPORT
F,36,CITY,YES,STRONG,YES,YES,SELF EMPLOYED,GREATER THAN 3 HOURS,YES,CAUSING DISREPUTE,NO,NO,DON’T KNOW HOW TO REPORT
F,37,CITY,YES,STRONG,YES,YES,SELF EMPLOYED,GREATER THAN 3 HOURS,YES,CAUSING DISREPUTE,NO,NO,DON’T KNOW HOW TO REPORT
F,31,CITY,YES,STRONG,YES,YES,SELF EMPLOYED,GREATER THAN 3 HOURS,YES,CAUSING DISREPUTE,NO,NO,WAS AFRAID
F,32,CITY,YES,STRONG,YES,YES,SELF EMPLOYED,GREATER THAN 3 HOURS,YES,CAUSING DISREPUTE,NO,NO,WAS AFRAID
F,33,CITY,YES,STRONG,YES,YES,SELF EMPLOYED,GREATER THAN 3 HOURS,YES,CAUSING DISREPUTE,NO,NO,WAS AFRAID
F,34,CITY,YES,STRONG,YES,YES,SELF EMPLOYED,GREATER THAN 3 HOURS,YES,CAUSING DISREPUTE,NO,NO,WAS AFRAID
F,35,CITY,YES,STRONG,YES,YES,SELF EMPLOYED,GREATER THAN 3 HOURS,YES,CAUSING DISREPUTE,NO,NO,WAS AFRAID
F,36,CITY,YES,STRONG,YES,YES,SELF EMPLOYED,GREATER THAN 3 HOURS,YES,CAUSING DISREPUTE,NO,NO,WAS AFRAID
F,37,CITY,YES,STRONG,YES,YES,SELF EMPLOYED,GREATER THAN 3 HOURS,YES,CAUSING DISREPUTE,NO,NO,DON’T KNOW HOW TO REPORT
F,31,CITY,YES,STRONG,YES,YES,SELF EMPLOYED,GREATER THAN 3 HOURS,YES,CAUSING DISREPUTE,NO,NO,DON’T KNOW HOW TO REPORT
F,32,CITY,YES,STRONG,YES,YES,SELF EMPLOYED,GREATER THAN 3 HOURS,YES,MONEY THEFT,NO,NO,DON’T KNOW HOW TO REPORT
F,33,CITY,YES,STRONG,YES,YES,SELF EMPLOYED,GREATER THAN 3 HOURS,YES,MONEY THEFT,YES,NO,DON’T KNOW HOW TO REPORT
F,34,CITY,YES,STRONG,YES,YES,SELF EMPLOYED,GREATER THAN 3 HOURS,YES,MONEY THEFT,YES,NO,DON’T KNOW HOW TO REPORT
F,35,CITY,YES,STRONG,YES,YES,SELF EMPLOYED,GREATER THAN 3 HOURS,YES,MONEY THEFT,YES,NO,DON’T KNOW HOW TO REPORT
F,36,CITY,YES,STRONG,YES,YES,SELF EMPLOYED,GREATER THAN 3 HOURS,YES,ACCOUNT HACKING/IDENTITY THEFT,YES,NO,DON’T KNOW HOW TO REPORT
F,37,CITY,YES,STRONG,YES,YES,GOV/IT EMPLOYEE,GREATER THAN 3 HOURS,YES,PHISHING,YES,YES,DON’T KNOW HOW TO REPORT
F,32,CITY,YES,WEAK,NO,YES,GOV/IT EMPLOYEE,GREATER THAN 3 HOURS,YES,PHISHING,YES,YES,DON’T KNOW HOW TO REPORT
F,34,CITY,YES,WEAK,NO,YES,GOV/IT EMPLOYEE,GREATER THAN 3 HOURS,YES,PHISHING,YES,YES,DON’T KNOW HOW TO REPORT
F,35,VILLAGE,NO,WEAK,NO,NO,SELF EMPLOYED,GREATER THAN 3 HOURS,YES,PHISHING,YES,YES,DON’T KNOW HOW TO REPORT
F,36,VILLAGE,NO,WEAK,NO,NO,SELF EMPLOYED,GREATER THAN 3 HOURS,YES,PHISHING,YES,YES,DON’T KNOW HOW TO REPORT
F,36,VILLAGE,NO,WEAK,NO,NO,SELF EMPLOYED,GREATER THAN 3 HOURS,YES,PHISHING,YES,YES,DON’T KNOW HOW TO REPORT
F,36,VILLAGE,NO,WEAK,NO,NO,SELF EMPLOYED,GREATER THAN 3 HOURS,YES,PHISHING,YES,YES,DON’T KNOW HOW TO REPORT
F,36,VILLAGE,NO,STRONG,YES,NO,SELF EMPLOYED,GREATER THAN 3 HOURS,YES,PHISHING,YES,YES,DON’T KNOW HOW TO REPORT
F,36,VILLAGE,NO,STRONG,YES,NO,SELF EMPLOYED,GREATER THAN 3 HOURS,YES,PHISHING,YES,YES,DON’T KNOW HOW TO REPORT
F,36,VILLAGE,NO,STRONG,YES,NO,SELF EMPLOYED,GREATER THAN 3 HOURS,YES,PHISHING,YES,YES,DON’T KNOW HOW TO REPORT
F,40,VILLAGE,NO,STRONG,YES,NO,SELF EMPLOYED,GREATER THAN 3 HOURS,YES,PHISHING,YES,YES,DON’T KNOW HOW TO REPORT
F,40,VILLAGE,NO,WEAK,YES,NO,SELF EMPLOYED,GREATER THAN 3 HOURS,YES,PHISHING,YES,YES,DON’T KNOW HOW TO REPORT
F,40,VILLAGE,NO,WEAK,YES,NO,SELF EMPLOYED,GREATER THAN 3 HOURS,YES,PHISHING,YES,YES,DON’T KNOW HOW TO REPORT
F,41,CITY,YES,WEAK,YES,YES,GOV/IT EMPLOYEE,GREATER THAN 3 HOURS,YES,PHISHING,YES,YES,DON’T KNOW HOW TO REPORT
F,42,CITY,YES,WEAK,YES,YES,GOV/IT EMPLOYEE,GREATER THAN 3 HOURS,YES,PHISHING,YES,YES,DON’T KNOW HOW TO REPORT
F,43,CITY,YES,WEAK,NO,YES,GOV/IT EMPLOYEE,GREATER THAN 3 HOURS,YES,PHISHING,YES,YES,DON’T KNOW HOW TO REPORT
F,44,CITY,YES,WEAK,NO,YES,GOV/IT EMPLOYEE,GREATER THAN 3 HOURS,YES,CYBER BULLYING,NO,YES,DON’T KNOW HOW TO REPORT
F,45,CITY,YES,WEAK,NO,YES,SELF EMPLOYED,GREATER THAN 3 HOURS,YES,CYBER BULLYING,NO,YES,DON’T KNOW HOW TO REPORT
F,46,CITY,YES,WEAK,NO,YES,SELF EMPLOYED,GREATER THAN 3 HOURS,YES,CYBER BULLYING,YES,YES,DON’T KNOW HOW TO REPORT
F,47,CITY,YES,WEAK,NO,YES,SELF EMPLOYED,GREATER THAN 3 HOURS,YES,CYBER BULLYING,YES,YES,DON’T KNOW HOW TO REPORT
F,48,CITY,YES,WEAK,NO,YES,SELF EMPLOYED,GREATER THAN 3 HOURS,YES,CYBER BULLYING,YES,YES,DON’T KNOW HOW TO REPORT
F,41,CITY,YES,STRONG,YES,YES,SELF EMPLOYED,GREATER THAN 3 HOURS,YES,MONEY THEFT,YES,YES,DON’T KNOW HOW TO REPORT
F,43,CITY,YES,STRONG,YES,YES,SELF EMPLOYED,GREATER THAN 3 HOURS,YES,MONEY THEFT,YES,YES,DON’T KNOW HOW TO REPORT
F,44,CITY,YES,STRONG,YES,YES,SELF EMPLOYED,GREATER THAN 3 HOURS,YES,MONEY THEFT,YES,YES,DON’T KNOW HOW TO REPORT
F,45,CITY,YES,STRONG,YES,YES,SELF EMPLOYED,GREATER THAN 3 HOURS,YES,MONEY THEFT,YES,YES,DON’T KNOW HOW TO REPORT
F,45,CITY,YES,STRONG,YES,YES,SELF EMPLOYED,GREATER THAN 3 HOURS,YES,MONEY THEFT,YES,NO,WAS AFRAID
F,45,CITY,YES,STRONG,YES,YES,SELF EMPLOYED,GREATER THAN 3 HOURS,YES,CAUSING DISREPUTE,YES,NO,WAS AFRAID
F,43,CITY,YES,STRONG,YES,YES,SELF EMPLOYED,GREATER THAN 3 HOURS,YES,CAUSING DISREPUTE,YES,NO,WAS AFRAID
F,46,CITY,YES,STRONG,YES,YES,GOV/IT EMPLOYEE,GREATER THAN 3 HOURS,YES,CAUSING DISREPUTE,NO,NO,WAS AFRAID
F,47,CITY,YES,STRONG,YES,YES,GOV/IT EMPLOYEE,GREATER THAN 3 HOURS,YES,CAUSING DISREPUTE,NO,NO,WAS AFRAID
F,50,CITY,YES,STRONG,YES,YES,GOV/IT EMPLOYEE,GREATER THAN 3 HOURS,YES,CAUSING DISREPUTE,NO,NO,WAS AFRAID
F,50,CITY,YES,STRONG,YES,YES,GOV/IT EMPLOYEE,GREATER THAN 3 HOURS,YES,CAUSING DISREPUTE,NO,NO,WAS AFRAID
F,50,CITY,YES,STRONG,YES,YES,GOV/IT EMPLOYEE,GREATER THAN 3 HOURS,YES,CAUSING DISREPUTE,NO,NO,WAS AFRAID
F,48,CITY,YES,STRONG,YES,YES,GOV/IT EMPLOYEE,GREATER THAN 3 HOURS,YES,CAUSING DISREPUTE,NO,NO,WAS AFRAID
F,49,VILLAGE,NO,STRONG,YES,NO,SELF EMPLOYED,GREATER THAN 3 HOURS,YES,CAUSING DISREPUTE,NO,NO,WAS AFRAID
F,49,VILLAGE,NO,STRONG,YES,NO,SELF EMPLOYED,GREATER THAN 3 HOURS,YES,CAUSING DISREPUTE,NO,NO,WAS AFRAID
F,43,VILLAGE,NO,STRONG,YES,NO,SELF EMPLOYED,GREATER THAN 3 HOURS,YES,MONEY THEFT,NO,NO,WAS AFRAID
F,45,VILLAGE,NO,STRONG,YES,NO,SELF EMPLOYED,GREATER THAN 3 HOURS,YES,MONEY THEFT,NO,NO,WAS AFRAID
F,41,VILLAGE,NO,STRONG,YES,NO,SELF EMPLOYED,GREATER THAN 3 HOURS,YES,MONEY THEFT,NO,NO,WAS AFRAID
F,42,VILLAGE,NO,STRONG,YES,NO,SELF EMPLOYED,GREATER THAN 3 HOURS,YES,MONEY THEFT,NO,NO,WAS AFRAID
F,43,VILLAGE,NO,STRONG,YES,NO,SELF EMPLOYED,GREATER THAN 3 HOURS,YES,MONEY THEFT,YES,NO,WAS AFRAID
F,44,VILLAGE,NO,WEAK,NO,NO,SELF EMPLOYED,GREATER THAN 3 HOURS,YES,MONEY THEFT,YES,NO,WAS AFRAID
F,45,VILLAGE,NO,WEAK,NO,NO,SELF EMPLOYED,GREATER THAN 3 HOURS,YES,MONEY THEFT,YES,NO,WAS AFRAID
F,46,VILLAGE,NO,WEAK,NO,NO,SELF EMPLOYED,GREATER THAN 3 HOURS,YES,MONEY THEFT,YES,NO,WAS AFRAID
F,52,CITY,YES,WEAK,NO,YES,SELF EMPLOYED,GREATER THAN 3 HOURS,YES,MONEY THEFT,YES,NO,WAS AFRAID
F,53,CITY,YES,WEAK,NO,YES,SELF EMPLOYED,GREATER THAN 3 HOURS,YES,MONEY THEFT,YES,YES,DON’T KNOW HOW TO REPORT
F,54,CITY,YES,WEAK,NO,YES,SELF EMPLOYED,GREATER THAN 3 HOURS,YES,MONEY THEFT,YES,YES,DON’T KNOW HOW TO REPORT
F,54,CITY,YES,WEAK,NO,YES,SELF EMPLOYED,GREATER THAN 3 HOURS,YES,MONEY THEFT,YES,NO,WAS AFRAID
F,55,CITY,YES,WEAK,NO,YES,SELF EMPLOYED,GREATER THAN 3 HOURS,YES,CYBER BULLYING,YES,YES,DON’T KNOW HOW TO REPORT
F,56,CITY,YES,WEAK,NO,YES,UN EMPLOYED,GREATER THAN 3 HOURS,YES,CYBER BULLYING,YES,YES,DON’T KNOW HOW TO REPORT
F,57,CITY,YES,WEAK,NO,YES,UN EMPLOYED,GREATER THAN 3 HOURS,YES,CYBER BULLYING,YES,YES,DON’T KNOW HOW TO REPORT
F,58,CITY,YES,WEAK,NO,YES,UN EMPLOYED,GREATER THAN 3 HOURS,YES,CYBER BULLYING,YES,YES,DON’T KNOW HOW TO REPORT
F,49,VILLAGE,YES,WEAK,NO,YES,UN EMPLOYED,GREATER THAN 3 HOURS,YES,CYBER BULLYING,YES,YES,DON’T KNOW HOW TO REPORT
F,60,VILLAGE,YES,WEAK,NO,YES,UN EMPLOYED,GREATER THAN 3 HOURS,YES,CYBER BULLYING,YES,YES,DON’T KNOW HOW TO REPORT
F,58,VILLAGE,YES,WEAK,NO,YES,UN EMPLOYED,GREATER THAN 3 HOURS,YES,CYBER BULLYING,YES,YES,DON’T KNOW HOW TO REPORT
F,49,VILLAGE,YES,WEAK,NO,YES,UN EMPLOYED,GREATER THAN 3 HOURS,YES,CYBER BULLYING,YES,YES,DON’T KNOW HOW TO REPORT
F,60,VILLAGE,YES,WEAK,NO,YES,UN EMPLOYED,GREATER THAN 3 HOURS,YES,CYBER BULLYING,YES,YES,DON’T KNOW HOW TO REPORT
F,60,CITY,YES,WEAK,NO,YES,UN EMPLOYED,GREATER THAN 3 HOURS,YES,CYBER BULLYING,YES,YES,DON’T KNOW HOW TO REPORT
F,61,CITY,YES,WEAK,NO,YES,UN EMPLOYED,GREATER THAN 3 HOURS,YES,CYBER BULLYING,YES,YES,DON’T KNOW HOW TO REPORT
F,62,CITY,YES,WEAK,NO,YES,UN EMPLOYED,GREATER THAN 3 HOURS,YES,CYBER BULLYING,YES,YES,DON’T KNOW HOW TO REPORT
F,63,CITY,YES,WEAK,NO,YES,UN EMPLOYED,GREATER THAN 3 HOURS,YES,CYBER BULLYING,NO,NO,WAS AFRAID
F,65,CITY,YES,WEAK,NO,YES,UN EMPLOYED,GREATER THAN 3 HOURS,YES,CYBER BULLYING,NO,YES,DON’T KNOW HOW TO REPORT
F,70,CITY,YES,WEAK,NO,YES,UN EMPLOYED,GREATER THAN 3 HOURS,YES,CYBER BULLYING,NO,YES,DON’T KNOW HOW TO REPORT
F,73,CITY,YES,WEAK,NO,YES,UN EMPLOYED,GREATER THAN 3 HOURS,YES,CYBER BULLYING,NO,YES,DON’T KNOW HOW TO REPORT
F,64,CITY,YES,WEAK,NO,YES,UN EMPLOYED,GREATER THAN 3 HOURS,YES,CYBER BULLYING,NO,YES,DON’T KNOW HOW TO REPORT
F,68,CITY,YES,WEAK,NO,YES,UN EMPLOYED,GREATER THAN 3 HOURS,YES,CYBER BULLYING,NO,YES,DON’T KNOW HOW TO REPORT
F,66,CITY,YES,WEAK,NO,YES,UN EMPLOYED,GREATER THAN 3 HOURS,YES,CYBER BULLYING,NO,NO,WAS AFRAID
F,74,VILLAGE,YES,WEAK,NO,YES,SELF EMPLOYED,GREATER THAN 3 HOURS,YES,CYBER BULLYING,NO,NO,WAS AFRAID
F,70,VILLAGE,YES,WEAK,NO,YES,SELF EMPLOYED,GREATER THAN 3 HOURS,YES,CYBER BULLYING,NO,NO,WAS AFRAID
F,65,VILLAGE,YES,WEAK,NO,YES,SELF EMPLOYED,GREATER THAN 3 HOURS,YES,CYBER BULLYING,NO,NO,WAS AFRAID
M,7,CITY,YES,WEAK,NO,YES,STUDENT,LESS THAN 1 HOUR,YES,CYBER BULLYING,NO,YES,DON’T KNOW HOW TO REPORT
M,10,CITY,YES,WEAK,NO,YES,STUDENT,LESS THAN 1 HOUR,YES,CYBER BULLYING,NO,YES,DON’T KNOW HOW TO REPORT
M,8,CITY,YES,WEAK,NO,YES,STUDENT,LESS THAN 1 HOUR,YES,CYBER BULLYING,NO,YES,DON’T KNOW HOW TO REPORT
M,9,CITY,YES,WEAK,NO,YES,STUDENT,GREATER THAN 3 HOURS,YES,CYBER BULLYING,NO,YES,DON’T KNOW HOW TO REPORT
M,7,CITY,YES,WEAK,NO,YES,STUDENT,GREATER THAN 3 HOURS,YES,CYBER BULLYING,NO,YES,DON’T KNOW HOW TO REPORT
M,9,CITY,YES,WEAK,NO,YES,STUDENT,GREATER THAN 3 HOURS,YES,CYBER BULLYING,NO,YES,DON’T KNOW HOW TO REPORT
M,10,CITY,YES,WEAK,NO,YES,STUDENT,GREATER THAN 3 HOURS,YES,CYBER BULLYING,NO,YES,DON’T KNOW HOW TO REPORT
M,8,CITY,YES,WEAK,NO,YES,STUDENT,GREATER THAN 3 HOURS,YES,MONEY THEFT,NO,YES,WAS AFRAID
M,9,VILLAGE,YES,WEAK,NO,YES,STUDENT,GREATER THAN 3 HOURS,YES,MONEY THEFT,NO,YES,WAS AFRAID
M,7,VILLAGE,YES,WEAK,NO,YES,STUDENT,2-3 HOURS,YES,MONEY THEFT,NO,YES,WAS AFRAID
M,9,VILLAGE,YES,WEAK,NO,YES,STUDENT,2-3 HOURS,YES,MONEY THEFT,NO,YES,WAS AFRAID
M,10,VILLAGE,NO,WEAK,NO,NO,STUDENT,2-3 HOURS,YES,MONEY THEFT,NO,YES,WAS AFRAID
M,8,VILLAGE,NO,WEAK,NO,NO,STUDENT,2-3 HOURS,YES,MONEY THEFT,NO,YES,WAS AFRAID
M,9,VILLAGE,NO,WEAK,NO,NO,STUDENT,2-3 HOURS,YES,MONEY THEFT,NO,YES,WAS AFRAID
M,7,VILLAGE,NO,WEAK,NO,NO,STUDENT,2-3 HOURS,YES,MONEY THEFT,NO,YES,WAS AFRAID
M,9,VILLAGE,NO,WEAK,NO,NO,STUDENT,2-3 HOURS,YES,MONEY THEFT,NO,YES,WAS AFRAID
M,10,VILLAGE,NO,WEAK,NO,NO,STUDENT,2-3 HOURS,YES,MONEY THEFT,NO,NO,DON’T KNOW HOW TO REPORT
M,8,VILLAGE,NO,WEAK,NO,NO,STUDENT,2-3 HOURS,YES,MONEY THEFT,NO,NO,DON’T KNOW HOW TO REPORT
M,9,VILLAGE,NO,WEAK,NO,NO,STUDENT,2-3 HOURS,YES,PHISHING,NO,NO,DON’T KNOW HOW TO REPORT
M,23,CITY,YES,WEAK,NO,YES,UN EMPLOYED,2-3 HOURS,YES,PHISHING,NO,NO,DON’T KNOW HOW TO REPORT
M,23,CITY,YES,WEAK,NO,YES,UN EMPLOYED,2-3 HOURS,YES,PHISHING,NO,NO,DON’T KNOW HOW TO REPORT
M,23,CITY,YES,WEAK,NO,YES,UN EMPLOYED,2-3 HOURS,YES,PHISHING,NO,NO,DON’T KNOW HOW TO REPORT
M,23,CITY,YES,WEAK,NO,YES,UN EMPLOYED,2-3 HOURS,YES,PHISHING,NO,NO,DON’T KNOW HOW TO REPORT
M,23,CITY,YES,WEAK,NO,YES,UN EMPLOYED,2-3 HOURS,YES,PHISHING,NO,NO,DON’T KNOW HOW TO REPORT
M,23,CITY,YES,WEAK,NO,YES,UN EMPLOYED,2-3 HOURS,YES,PHISHING,NO,NO,DON’T KNOW HOW TO REPORT
M,23,CITY,YES,WEAK,NO,YES,UN EMPLOYED,2-3 HOURS,YES,PHISHING,NO,NO,WAS AFRAID
M,23,CITY,YES,WEAK,NO,YES,UN EMPLOYED,2-3 HOURS,YES,PHISHING,NO,NO,WAS AFRAID
M,23,CITY,YES,WEAK,NO,YES,UN EMPLOYED,2-3 HOURS,YES,PHISHING,NO,NO,WAS AFRAID
M,23,CITY,YES,WEAK,NO,YES,UN EMPLOYED,2-3 HOURS,YES,PHISHING,NO,NO,WAS AFRAID
M,23,CITY,YES,WEAK,NO,YES,UN EMPLOYED,2-3 HOURS,YES,PHISHING,NO,NO,WAS AFRAID
M,23,CITY,YES,WEAK,NO,YES,UN EMPLOYED,2-3 HOURS,YES,PHISHING,NO,NO,WAS AFRAID
M,23,CITY,YES,WEAK,NO,YES,UN EMPLOYED,2-3 HOURS,YES,PHISHING,NO,NO,WAS AFRAID
M,23,CITY,YES,WEAK,NO,YES,UN EMPLOYED,2-3 HOURS,YES,PHISHING,NO,NO,WAS AFRAID
M,23,CITY,YES,WEAK,NO,YES,UN EMPLOYED,2-3 HOURS,YES,PHISHING,NO,NO,WAS AFRAID
M,23,CITY,YES,WEAK,NO,YES,GOV/IT EMPLOYEE,GREATER THAN 3 HOURS,YES,PHISHING,NO,NO,WAS AFRAID
M,23,CITY,YES,WEAK,NO,YES,GOV/IT EMPLOYEE,GREATER THAN 3 HOURS,YES,MONEY THEFT,NO,NO,WAS AFRAID
M,23,CITY,NO,WEAK,NO,NO,SELF EMPLOYED,GREATER THAN 3 HOURS,YES,MONEY THEFT,NO,NO,DON’T KNOW HOW TO REPORT
M,23,CITY,NO,WEAK,NO,NO,SELF EMPLOYED,GREATER THAN 3 HOURS,YES,MONEY THEFT,NO,NO,DON’T KNOW HOW TO REPORT
M,23,CITY,NO,WEAK,NO,NO,SELF EMPLOYED,GREATER THAN 3 HOURS,YES,MONEY THEFT,NO,NO,DON’T KNOW HOW TO REPORT
M,23,CITY,NO,WEAK,NO,NO,SELF EMPLOYED,GREATER THAN 3 HOURS,YES,MONEY THEFT,NO,NO,DON’T KNOW HOW TO REPORT
